Field Category/String,Field Title,Admin Roles,Content Roles,End Users,From Mukurtu
views.view.glossary:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.glossary:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.glossary:display:attachment_1:display_titleAttachment,Attachment,,,,
views.view.glossary:display:page_1:display_titlePage,Page,x,x,,
views.view.glossary:display:page_1:display_options:menu:titleGlossary,Glossary,x,x,x,
views.view.media:labelMedia,Media,x,x,,
views.view.media:descriptionFind and manage media.,Find and manage media.,x,x,,
views.view.media:display:default:display_titleDefault,Default,x,x,,
views.view.media:display:default:display_options:titleMedia,Media,x,x,,
views.view.media:display:default:display_options:fields:media_bulk_form:action_titleAction,Action,x,x,,
views.view.media:display:default:display_options:fields:thumbnail__target_id:labelThumbnail,Thumbnail,x,x,,
views.view.media:display:default:display_options:fields:name:labelMedia name,Media name,x,x,,
views.view.media:display:default:display_options:fields:bundle:labelType,Type,x,x,,
views.view.media:display:default:display_options:fields:uid:labelAuthor,Author,x,x,,
views.view.media:display:default:display_options:fields:status:labelStatus,Status,x,x,,
views.view.media:display:default:display_options:fields:status:settings:format_custom_falseUnpublished,Unpublished,x,x,,
views.view.media:display:default:display_options:fields:status:settings:format_custom_truePublished,Published,x,x,,
views.view.media:display:default:display_options:fields:changed:labelUpdated,Updated,x,x,,
views.view.media:display:default:display_options:fields:operations:labelOperations,Operations,,,,
views.view.media:display:default:display_options:pager:options:tags:nextNext ›,Next ›,x,x,,
views.view.media:display:default:display_options:pager:options:tags:previous‹ Previous,‹ Previous,x,x,,
views.view.media:display:default:display_options:pager:options:tags:first« First,« First,x,x,,
views.view.media:display:default:display_options:pager:options:tags:lastLast »,Last »,x,x,,
views.view.media:display:default:display_options:pager:options:expose:items_per_page_labelItems per page,Items per page,x,x,,
views.view.media:display:default:display_options:pager:options:expose:items_per_page_options_all_label- All -,- All -,x,x,,
views.view.media:display:default:display_options:pager:options:expose:offset_labelOffset,Offset,,,,
views.view.media:display:default:display_options:exposed_form:options:submit_buttonFilter,Filter,x,x,,
views.view.media:display:default:display_options:exposed_form:options:reset_button_labelReset,Reset,x,x,,
views.view.media:display:default:display_options:exposed_form:options:exposed_sorts_labelSort by,Sort by,x,x,,
views.view.media:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.media:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.media:display:default:display_options:empty:area_text_custom:contentNo media available.,No media available.,x,x,,
views.view.media:display:default:display_options:filters:name:expose:labelMedia name,Media name,x,x,,
views.view.media:display:default:display_options:filters:bundle:expose:labelType,Type,x,x,,
views.view.media:display:default:display_options:filters:status:expose:labelTrue,TRUE,x,x,,
views.view.media:display:default:display_options:filters:status:group_info:labelPublished status,Published status,x,x,,
views.view.media:display:default:display_options:filters:status:group_info:group_items:1:titlePublished,Published,x,x,,
views.view.media:display:default:display_options:filters:status:group_info:group_items:2:titleUnpublished,Unpublished,x,x,,
views.view.media:display:default:display_options:filters:langcode:expose:labelLanguage,Language,x,x,,
views.view.media:display:media_page_list:display_titleMedia,Media,x,x,,
views.view.media:display:media_page_list:display_options:menu:titleMedia,Media,x,x,,
views.view.media_library:labelMedia library,Media library,x,x,,
views.view.media_library:descriptionFind and manage media.,Find and manage media.,x,x,,
views.view.media_library:display:default:display_titleDefault,Default,x,x,,
views.view.media_library:display:default:display_options:titleMedia,Media,x,x,,
views.view.media_library:display:default:display_options:fields:media_bulk_form:action_titleAction,Action,x,x,,
views.view.media_library:display:default:display_options:pager:options:expose:items_per_page_labelItems per page,Items per page,x,x,,
views.view.media_library:display:default:display_options:pager:options:expose:items_per_page_options_all_label- All -,- All -,x,x,,
views.view.media_library:display:default:display_options:pager:options:expose:offset_labelOffset,Offset,x,x,,
views.view.media_library:display:default:display_options:exposed_form:options:submit_buttonApply filters,Apply filters,x,x,,
views.view.media_library:display:default:display_options:exposed_form:options:reset_button_labelReset,Reset,x,x,,
views.view.media_library:display:default:display_options:exposed_form:options:exposed_sorts_labelSort by,Sort by,x,x,,
views.view.media_library:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.media_library:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.media_library:display:default:display_options:empty:area_text_custom:contentNo media available.,No media available.,x,x,,
views.view.media_library:display:default:display_options:sorts:created:expose:labelNewest first,Newest first,x,x,,
views.view.media_library:display:default:display_options:sorts:name:expose:labelName (A-Z),Name (A-Z),x,x,,
views.view.media_library:display:default:display_options:sorts:name_1:expose:labelName (Z-A),Name (Z-A),x,x,,
views.view.media_library:display:default:display_options:filters:status:expose:labelPublishing status,Publishing status,x,x,,
views.view.media_library:display:default:display_options:filters:status:group_info:labelPublished,Published,x,x,,
views.view.media_library:display:default:display_options:filters:status:group_info:group_items:1:titlePublished,Published,x,x,,
views.view.media_library:display:default:display_options:filters:status:group_info:group_items:2:titleUnpublished,Unpublished,x,x,,
views.view.media_library:display:default:display_options:filters:name:expose:labelName,Name,x,x,,
views.view.media_library:display:default:display_options:filters:bundle:expose:labelMedia type,Media type,x,x,,
views.view.media_library:display:default:display_options:filters:bundle:group_info:labelMedia type,Media type,x,x,,
views.view.media_library:display:default:display_options:filters:langcode:expose:labelLanguage,Language,x,x,,
views.view.media_library:display:page:display_titlePage,Page,x,x,,
views.view.media_library:display:page:display_options:fields:media_bulk_form:action_titleAction,Action,x,x,,
views.view.media_library:display:page:display_options:fields:edit_media:alter:textEdit {{ name }},Edit {{ name }},x,x,,
views.view.media_library:display:page:display_options:fields:edit_media:alter:altEdit {{ name }},Edit {{ name }},x,x,,
views.view.media_library:display:page:display_options:fields:edit_media:textEdit,Edit,x,x,,
views.view.media_library:display:page:display_options:fields:delete_media:alter:textDelete {{ name }},Delete {{ name }},x,x,,
views.view.media_library:display:page:display_options:fields:delete_media:alter:altDelete {{ name }},Delete {{ name }},x,x,,
views.view.media_library:display:page:display_options:fields:delete_media:textDelete,Delete,x,x,,
views.view.media_library:display:widget:display_titleWidget,Widget,,,,
views.view.media_library:display:widget:display_options:arguments:bundle:exception:titleAll,All,x,x,,
views.view.media_library:display:widget:display_options:filters:name:expose:labelName,Name,x,x,,
views.view.media_library:display:widget:display_options:header:display_link_grid:labelGrid,Grid,x,x,,
views.view.media_library:display:widget:display_options:header:display_link_table:labelTable,Table,x,x,,
views.view.media_library:display:widget_table:display_titleWidget (table),Widget (table),,,,
views.view.media_library:display:widget_table:display_options:fields:thumbnail__target_id:labelThumbnail,Thumbnail,x,x,,
views.view.media_library:display:widget_table:display_options:fields:name:labelName,Name,x,x,,
views.view.media_library:display:widget_table:display_options:fields:uid:labelAuthor,Author,x,x,,
views.view.media_library:display:widget_table:display_options:fields:changed:labelUpdated,Updated,x,x,,
views.view.media_library:display:widget_table:display_options:arguments:bundle:exception:titleAll,All,x,x,,
views.view.media_library:display:widget_table:display_options:filters:name:expose:labelName,Name,x,x,,
views.view.media_library:display:widget_table:display_options:header:display_link_grid:labelGrid,Grid,x,x,,
views.view.media_library:display:widget_table:display_options:header:display_link_table:labelTable,Table,x,x,,
views.view.message:labelMessage,Message,x,x,,
